OBJECTID,ASSET_NAME,SITE_NAME,CHILD_OF,ADDRESS,TYPE,DESCRIPTION,SQ_FEET,ACREAGE,ZIPCODE,ALLIAS,NOTES,TENANT,LABEL,DPP_ASSET_ID,PPR_USE,Shape__Area,Shape__Length
1040,Triangle Park Gazebo,Triangle Park Gazebo,Triangle Park,5419 UPLAND WAY,STRUCTURE,NO_PROGRAM,250.4916152,0.00575052,19131,,NO_MAP,NOT_SITE,,3587,PAVILION_SHELTER,39.68359375,23.4613492226365
1041,Nelson M. Herron Playground and Rec Ctr Pergola 1,Nelson M. Herron Playground and Rec Ctr Pergola 1,Nelson M. Herron Playground and Recreation Center,1322 S 02ND ST,STRUCTURE,NO_PROGRAM,342.3008306,0.00785818,19147,Herron Playground,NO_MAP,NOT_SITE,,3588,PAVILION_SHELTER,54.1484375,29.9830162771985
1042,Nelson M. Herron Playground and Rec Ctr Pergola 2,Nelson M. Herron Playground and Rec Ctr Pergola 2,Nelson M. Herron Playground and Recreation Center,1322 S 02ND ST,STRUCTURE,NO_PROGRAM,178.40421075,0.00409561,19147,Herron Playground,NO_MAP,NOT_SITE,,3589,PAVILION_SHELTER,28.21875,25.9479886477586
1043,Ridgway Park Pool Building,Ridgway Park Pool Building,Ridgway Park,1301 CARPENTER ST,BUILDING,NO_PROGRAM,350.85633896,0.00805459,19147,Ridgway Pool,NO_MAP,NOT_SITE,,3590,RESTROOMS,55.515625,46.7786067062477
1044,33rd & Wallace Playground Building,33rd & Wallace Playground Building,33rd & Wallace Playground,3302 WALLACE ST,BUILDING,PROGRAM,467.90467749,0.01074166,19104,,NO_MAP,NOT_SITE,,505,RECREATION_SITE,74.09765625,35.1123673926435
1045,Ann P. Nichols Park Gazebo,Ann P. Nichols Park Gazebo,Ann P. Nichols Park,5430 RACE ST,STRUCTURE,NO_PROGRAM,622.02685919,0.01427983,19139,Nichols Park,NO_MAP,NOT_SITE,,3591,PAVILION_SHELTER,98.4921875,36.9486172315891
1046,Thomas P. Stokley Recreation Center Building,Thomas P. Stokley Recreation Center Building,Thomas P. Stokley Recreation Center,3000 EDGEMONT ST,BUILDING,PROGRAM,355.42567266,0.00815948,19134,,NO_MAP,NOT_SITE,,886,RECREATION_SITE,56.30859375,31.1565229092487
1047,Charles A. Baker Playground Pool Building,Charles A. Baker Playground Pool Building,Charles A. Baker Playground,5433 LANSDOWNE AVE,BUILDING,NO_PROGRAM,209.08420501,0.00479993,19131,Baker Playground,NO_MAP,NOT_SITE,,3592,POOL,33.1171875,24.8536366015524
1048,Winchester Playground Building,Winchester Playground Building,Winchester Playground,2326 N 15TH ST,BUILDING,PROGRAM,3704.95389252,0.08505438,19132,,NO_MAP,NOT_SITE,,630,RECREATION_SITE,587.05078125,136.134774482239
1049,Ramblers Recreation Center Building,Ramblers Recreation Center,Ramblers Recreation Center,851 E TIOGA ST,BUILDING,PROGRAM,12732.76977835,0.29230534,19134,"Harrowgate, Ramblers PAL Center",NO_MAP,NOT_SITE,,689,RECREATION_SITE,2018.30859375,192.795586184435
1050,James O'Connor Memorial Pool Building 1,James O'Connor Memorial Pool Building 1,James O'Connor Memorial Pool,577 S TANEY ST,BUILDING,NO_PROGRAM,667.80951824,0.01533086,19146,O'Connor Pool,NO_MAP,NOT_SITE,,3593,POOL,105.67578125,42.0287591935093
1051,James O'Connor Memorial Pool Building 2,James O'Connor Memorial Pool Building 2,James O'Connor Memorial Pool,577 S TANEY ST,BUILDING,NO_PROGRAM,350.72800705,0.00805164,19146,O'Connor Pool,NO_MAP,NOT_SITE,,3594,POOL,55.50390625,31.3416473297747
1052,Barnes & Loney Gazebo,Barnes & Loney Gazebo,Northeast Lions Park,7966 OXFORD AVE,STRUCTURE,NO_PROGRAM,135.56294237,0.00311211,19111,Fox Chase Park,NO_MAP,NOT_SITE,,3595,PAVILION_SHELTER,21.53125,16.9086624646536
1053,Lederer Pool Building,Lederer Pool Building,Lederer Pool,618 MOYER ST,BUILDING,NO_PROGRAM,199.64764024,0.0045833,19125,Fishtown & Lederer Pool,NO_MAP,NOT_SITE,,3596,POOL,31.62109375,24.564332791999
1054,Wolf Park Shed,Wolf Park Shed,Wolf Park,7018 MC CALLUM ST,BUILDING,NO_PROGRAM,92.75361594,0.00212934,19119,Ned Wolf Park,NO_MAP,NOT_SITE,,3597,SHED,14.7265625,15.3540432993879
1055,Montgomery & Croskey Playground Shelter,Montgomery & Croskey Playground Shelter,Montgomery & Croskey Playground,2235 W MONTGOMERY AVE,STRUCTURE,NO_PROGRAM,319.52616722,0.00733534,19121,,NO_MAP,NOT_SITE,,3598,PAVILION_SHELTER,51.73828125,30.9525345828671
1056,Hatfield House,Hatfield House,East Fairmount Park,3201 W GIRARD AVE,LAND,NO_PROGRAM,31248.38534624,0.71736709,19121,,MAP,NOT_SITE,Hatfield House,3599,HISTORIC_HOUSE,4949.5390625,287.561910284074
1057,Wynne-Brook Community Ambulance Building,Rose Playground,Cobbs Creek Park,7050 HAVERFORD AVE,BUILDING,NO_PROGRAM,3608.67381938,0.08284408,19151,,MAP,NOT_SITE,Wynne-Brook Building,1272,OPERATIONS_MAINTENANCE_STORAGE,571.55859375,106.373964094273
1058,Rose Playground Shelter,Rose Playground,Cobbs Creek Park,7401 LANSDOWNE AVE,STRUCTURE,NO_PROGRAM,244.31358688,0.00560869,19151,"Rose, Samuel Rose Playground ",NO_MAP,NOT_SITE,,3600,PAVILION_SHELTER,38.69921875,24.8889913761263
1059,Ashburn Field West Home Bleachers,Richie Ashburn Field,Franklin Delano Roosevelt Park,3500 S BROAD ST,STRUCTURE,NO_PROGRAM,602.36812087,0.01382852,19145,,NO_MAP,NOT_SITE,,3512,STAGE_STANDS,95.19921875,40.4692293201839
1060,Ashburn Field West Announcers Booth,Richie Ashburn Field,Franklin Delano Roosevelt Park,3500 S BROAD ST,BUILDING,NO_PROGRAM,291.60348859,0.00669432,19145,,NO_MAP,NOT_SITE,,3513,MULTI_USE,46.07421875,27.5237647401946
1061,Ashburn Field East Bleachers,Richie Ashburn Field,Franklin Delano Roosevelt Park,3500 S BROAD ST,STRUCTURE,NO_PROGRAM,2029.01046082,0.04657986,19145,,NO_MAP,NOT_SITE,,3514,STAGE_STANDS,320.65625,106.517867284555
1062,Ashburn Field East Announcers Booth,Richie Ashburn Field,Franklin Delano Roosevelt Park,3500 S BROAD ST,BUILDING,NO_PROGRAM,318.67349981,0.00731577,19145,,NO_MAP,NOT_SITE,,3515,MULTI_USE,50.359375,28.6568409089238
1063,Former BSA Building,Winter Street,Benjamin Franklin Parkway,2130 WINTER ST,BUILDING,NO_PROGRAM,6735.58093984,0.15462828,19103,"Former BSA Building; Boy Scout Building",NO_MAP,NOT_SITE,Former BSA Building,3516,OPERATIONS_MAINTENANCE_STORAGE,1066.33203125,140.111113241829
1064,Hermit Cave,Hermit Cave,Wissahickon Valley Park,799 HERMIT LN,STRUCTURE,NO_PROGRAM,8.98445021,0.00020626,19128,,NO_MAP,NOT_SITE,Hermit Cave,3517,PAVILION_SHELTER,1.42578125,4.77693152585934
1065,Rosicrucian Marker,Rosicrucian Marker,Wissahickon Valley Park,799 HERMIT LN,STRUCTURE,NO_PROGRAM,2.85941674,6.564e-05,19128,,NO_MAP,NOT_SITE,Rosicrucian Marker,3518,STATUE_MONUMENT_SCULPTURE,0.45703125,2.96054392611661
1066,Georgie Woods Pavilion,Dell Music Center,East Fairmount Park,3101 STRAWBERRY MANSION DR,STRUCTURE,NO_PROGRAM,1350.30168629,0.03099879,19132,"Robin Hood;Georgie Woods",NO_MAP,NOT_SITE,,3519,PAVILION_SHELTER,214.00390625,59.5801066160233
1067,Bartram's Garden Farm Shed,Bartram's Garden Farm Shed,Bartram's Garden,5400 LINDBERGH BLV,BUILDING,NO_PROGRAM,385.7715922,0.00885613,19143,Bartram's Homestead,NO_MAP,NOT_SITE,,3520,SHED,61.01953125,31.3812963244626
1068,Bartram's Garden Greenhouse 1,Bartram's Garden Green Resource Center,Bartram's Garden,2999 S 56TH ST,STRUCTURE,NO_PROGRAM,1503.74119573,0.03452129,19143,Bartram's Homestead,NO_MAP,NOT_SITE,,3521,GREENHOUSE_NURSERY,237.859375,63.3332412600118
1069,Bartram's Garden Greenhouse 2,Bartram's Garden Greenhouse 2,Bartram's Garden,5400 LINDBERGH BLV,STRUCTURE,NO_PROGRAM,1715.23235144,0.03937647,19143,Bartram's Homestead,NO_MAP,NOT_SITE,,3522,GREENHOUSE_NURSERY,271.31640625,66.3502212654359
1070,Bartram's Garden Greenhouse 3,Bartram's Garden Greenhouse 3,Bartram's Garden,5400 LINDBERGH BLV,STRUCTURE,NO_PROGRAM,1850.73216835,0.04248713,19143,Bartram's Homestead,NO_MAP,NOT_SITE,,3523,GREENHOUSE_NURSERY,292.7578125,72.2380097070395
1071,Jim Junod Recreation Center Building Pergola,Jim Junod Recreation Center Building Pergola,Jim Junod Recreation Center,3102 MECHANICSVILLE RD,STRUCTURE,NO_PROGRAM,256.95715086,0.00589895,19154,Junod Playground,NO_MAP,NOT_SITE,,3524,PAVILION_SHELTER,40.83984375,27.3819148175126
1072,Vogt Recreation Center Shed 1,Vogt Recreation Center Shed 1,Vogt Recreation Center,4131 UNRUH AVE,BUILDING,NO_PROGRAM,334.90971222,0.0076885,19135,,NO_MAP,NOT_SITE,,3525,OPERATIONS_MAINTENANCE_STORAGE,53.1328125,33.1855913796674
1073,Vogt Recreation Center Shed 2,Vogt Recreation Center Shed 2,Vogt Recreation Center,4131 UNRUH AVE,BUILDING,NO_PROGRAM,309.14421224,0.007097,19135,,NO_MAP,NOT_SITE,,3526,OPERATIONS_MAINTENANCE_STORAGE,49.04296875,37.4514384448917
1074,Russo Park Playground Building 2,Russo Park Playground Building 2,Russo Park Playground,7301 TORRESDALE AVE,BUILDING,PROGRAM,2456.92348661,0.05640343,19136,,NO_MAP,NOT_SITE,,3527,RECREATION_SITE,389.77734375,89.9846216892232
1075,William A. Lackman Memorial Playground Shed,William A. Lackman Memorial Playground Shed,William A. Lackman Memorial Playground,1165 BARTLETT ST,BUILDING,NO_PROGRAM,557.22049003,0.01279207,19115,Lackman Playground,NO_MAP,NOT_SITE,,3528,SHED,88.5859375,39.4078546088099
1076,Billy Gambrel Playground Shed 1,Billy Gambrel Playground Shed 1,Billy Gambrel Playground,1900 WAKELING ST,BUILDING,NO_PROGRAM,223.62926814,0.00513384,19124,White Hall Commons,NO_MAP,NOT_SITE,,3529,SHED,35.46484375,23.9908230206002
1077,Billy Gambrel Playground Shed 2,Billy Gambrel Playground Shed 2,Billy Gambrel Playground,1900 WAKELING ST,BUILDING,NO_PROGRAM,380.03534272,0.00872445,19124,White Hall Commons,NO_MAP,NOT_SITE,,3530,SHED,60.265625,33.7616925329417
1078,Billy Gambrel Playground Announcers Booth,Billy Gambrel Playground Announcers Booth,Billy Gambrel Playground,1900 WAKELING ST,BUILDING,NO_PROGRAM,146.91625458,0.00337275,19124,White Hall Commons,NO_MAP,NOT_SITE,,3531,RECREATION_SITE,23.30078125,19.3089202497641
1079,George C. Pelbano Playground Shed,George C. Pelbano Playground Shed,George C. Pelbano Playground,2138 SOLLY AVE,BUILDING,NO_PROGRAM,140.85578285,0.00323362,19152,"Rhawnhurst;Pelbano",NO_MAP,NOT_SITE,,3532,SHED,22.36328125,19.0199901834949
1080,Joseph A. Ferko Playground Shelter,Joseph A. Ferko Playground,Tacony Creek Park,1101 E CAYUGA ST,STRUCTURE,NO_PROGRAM,7903.73053188,0.18144541,19124,"Juniata Park, Ferko Playground",NO_MAP,NOT_SITE,,3533,PAVILION_SHELTER,1253.33203125,229.843026600744
1081,Stotesbury Gates,Stotesbury Gates,Wissahickon Valley Park,6398 LINCOLN DR,STRUCTURE,NO_PROGRAM,460.51734291,0.01057207,19144,,NO_MAP,NOT_SITE,Stotesbury Gates,3534,PAVILION_SHELTER,73.05859375,64.8821943951102
1082,Philadelphia Stars Negro League Memorial Park,Philadelphia Stars Negro League Memorial Park,Philadelphia Stars Negro League Memorial Park,1538 BELMONTE AVE,LAND,NO_PROGRAM,10834.55897469,0.24872824,19104,,MAP,SITE,Phila Stars Negro League Memorial Park,3535,MINI_PARK,1716.2109375,219.470656397751
1083,Elizabeth M. Picariello Playground Announcer Booth,Elizabeth M. Picariello Playground Announcer Booth,Elizabeth M. Picariello Playground,3325 RED LION RD,BUILDING,NO_PROGRAM,87.14583485,0.0020006,19154,Picariello Playground,NO_MAP,NOT_SITE,,3536,ATHLETIC,13.84765625,14.934150428215
1084,Elizabeth M. Picariello Playground Shed 1,Elizabeth M. Picariello Playground Shed 1,Elizabeth M. Picariello Playground,3325 RED LION RD,BUILDING,NO_PROGRAM,135.3885432,0.00310811,19154,Picariello Playground,NO_MAP,NOT_SITE,,3537,SHED,21.51171875,18.6160032388976
1085,Elizabeth M. Picariello Playgd Concession Stand,Elizabeth M. Picariello Playgd Concession Stand,Elizabeth M. Picariello Playground,3325 RED LION RD,BUILDING,NO_PROGRAM,1304.68148243,0.02995149,19154,Picariello Playground,NO_MAP,NOT_SITE,,3538,CONCESSIONS_RETAIL_CAFE,207.27734375,66.1981462634381
1086,Elizabeth M. Picariello Playground Shed 2,Elizabeth M. Picariello Playground Shed 2,Elizabeth M. Picariello Playground,3325 RED LION RD,BUILDING,NO_PROGRAM,72.72733312,0.0016696,19154,Picariello Playground,NO_MAP,NOT_SITE,,3539,SHED,11.55859375,13.9698941546661
1087,Elizabeth M. Picariello Playgd Dugout North 1,Elizabeth M. Picariello Playgd Dugout North 1,Elizabeth M. Picariello Playground,3325 RED LION RD,STRUCTURE,NO_PROGRAM,267.73382355,0.00614635,19154,Picariello Playground,NO_MAP,NOT_SITE,,3540,ATHLETIC,42.54296875,31.5598121481825
1088,Elizabeth M. Picariello Playgd Dugout North 2,Elizabeth M. Picariello Playgd Dugout North 2,Elizabeth M. Picariello Playground,3325 RED LION RD,STRUCTURE,NO_PROGRAM,230.49212684,0.00529139,19154,Picariello Playground,NO_MAP,NOT_SITE,,3541,ATHLETIC,36.625,30.286453361462
1089,Elizabeth M. Picariello Playground Shed 3,Elizabeth M. Picariello Playground Shed 3,Elizabeth M. Picariello Playground,3325 RED LION RD,BUILDING,NO_PROGRAM,237.05352003,0.00544202,19154,Picariello Playground,NO_MAP,NOT_SITE,,3542,SHED,37.6640625,25.667188511316
1090,Elizabeth M. Picariello Playgd Dugout South 1,Elizabeth M. Picariello Playgd Dugout South 1,Elizabeth M. Picariello Playground,3325 RED LION RD,STRUCTURE,NO_PROGRAM,184.22115028,0.00422915,19154,Picariello Playground,NO_MAP,NOT_SITE,,3543,ATHLETIC,29.265625,29.7738719652494
1091,Elizabeth M. Picariello Playgd Dugout South 2,Elizabeth M. Picariello Playgd Dugout South 2,Elizabeth M. Picariello Playground,3325 RED LION RD,STRUCTURE,NO_PROGRAM,173.6397797,0.00398624,19154,Picariello Playground,NO_MAP,NOT_SITE,,3544,ATHLETIC,27.5859375,30.4083768755806
1092,W. Freeland Kendrick Recreation Ctr Pool Building,W. Freeland Kendrick Recreation Ctr Pool Enclosure,W. Freeland Kendrick Recreation Center,5890 RIDGE AVE,BUILDING,NO_PROGRAM,828.45441663,0.01901877,19128,Kendrick Recreation Center,NO_MAP,NOT_SITE,,3545,RECREATION_SITE,131.43359375,63.4925459879948
1093,W. Freeland Kendrick Recreation Ctr Pool Enclosure,W. Freeland Kendrick Recreation Ctr Pool Enclosure,W. Freeland Kendrick Recreation Center,5890 RIDGE AVE,LAND,NO_PROGRAM,10855.20552039,0.24920223,19128,Kendrick Recreation Center,NO_MAP,NOT_SITE,,3546,RECREATION_SITE,1722.10546875,168.25086197336
1094,Franklin Square Carousel Booth,Franklin Square Carousel Booth,Franklin Square,200 N 06TH ST,BUILDING,NO_PROGRAM,31.28124548,0.00071812,19106,,NO_MAP,NOT_SITE,,3547,CONCESSIONS_RETAIL_CAFE,4.94921875,9.08664526768138
1095,Franklin Square Mini Golf Building 1,Franklin Square Mini Golf Building 1,Franklin Square,200 N 06TH ST,BUILDING,NO_PROGRAM,630.17930831,0.01446698,19106,,NO_MAP,NOT_SITE,,3548,GOLF,99.7578125,41.2729122154502
1096,Franklin Square Mini Golf Building 2,Franklin Square Mini Golf Building 2,Franklin Square,200 N 06TH ST,BUILDING,NO_PROGRAM,628.4664249,0.01442766,19106,,NO_MAP,NOT_SITE,,3549,GOLF,99.48828125,41.4174689271423
1097,Pavillion in Franklin Square,Pavillion in Franklin Square,Franklin Square,200 N 06TH ST,BUILDING,NO_PROGRAM,2065.82506702,0.04742501,19106,The Pavillion in Franklin Square,NO_MAP,NOT_SITE,,3550,CONCESSIONS_RETAIL_CAFE,327.01953125,72.3356313535131
1098,Franklin Square Shed,Franklin Square Shed,Franklin Square,200 N 06TH ST,BUILDING,NO_PROGRAM,115.93824909,0.00266159,19106,,NO_MAP,NOT_SITE,,3551,SHED,18.3515625,17.4449427949744
1099,SquareBurger,SquareBurger,Franklin Square,200 N 06TH ST,BUILDING,NO_PROGRAM,628.79708581,0.01443525,19106,,NO_MAP,NOT_SITE,,3552,CONCESSIONS_RETAIL_CAFE,99.53515625,41.1759168884662
1100,McPherson Library Building,McPherson Library Building,McPherson Square,601 E INDIANA AVE,BUILDING,NO_PROGRAM,6733.19923483,0.1545736,19134,,NO_MAP,NOT_SITE,,577,OTHER,1067.0859375,165.978928470169
1101,Malcolm X Memorial Park Pavilion,Malcolm X Memorial Park Pavilion,Malcolm X Memorial Park,5100 PINE ST,STRUCTURE,NO_PROGRAM,1651.33174805,0.03790951,19143,Black Oak Park,NO_MAP,NOT_SITE,,3553,PAVILION_SHELTER,261.38671875,58.8699734859322
1102,Malcolm X Memorial Park Maintenance Building,Malcolm X Memorial Park Maintenance Building,Malcolm X Memorial Park,5100 PINE ST,BUILDING,NO_PROGRAM,844.53911616,0.01938803,19143,Black Oak Park,NO_MAP,NOT_SITE,,3554,OPERATIONS_MAINTENANCE_STORAGE,133.67578125,48.4947675255734
1103,Carroll Park Building,Carroll Park Building,Carroll Park,5801 W GIRARD AVE,BUILDING,NO_PROGRAM,281.81615448,0.00646963,19131,,NO_MAP,NOT_SITE,,3555,OPERATIONS_MAINTENANCE_STORAGE,44.62890625,27.972576612219
1104,Barnes Museum Building,Barnes Foundation Museum,Benjamin Franklin Parkway,2051 BENJAMIN FRANKLIN PKY,BUILDING,NO_PROGRAM,39631.93729218,0.90982773,19130,,NO_MAP,NOT_SITE,,3556,MUSEUM,6274.61328125,382.90753504608
1105,11th & Cecil B. Moore Playground Stands,11th & Cecil B. Moore Playground Stands,11th & Cecil B. Moore Playground,1737 N 11TH ST,STRUCTURE,NO_PROGRAM,3405.66642007,0.07818366,19122,,NO_MAP,NOT_SITE,,3557,STAGE_STANDS,539.47265625,107.162529281729
1106,Stephen E. Fotteral Square Storage Building,Stephen E. Fotteral Square Storage Building,Stephen E. Fotteral Square,2400 N 11TH ST,BUILDING,NO_PROGRAM,129.46950068,0.00297222,19133,Fotteral Square,NO_MAP,NOT_SITE,,3558,OPERATIONS_MAINTENANCE_STORAGE,20.51953125,18.1659123165221
1107,Lardner's Point Park Restrooms,Lardner's Point Park Restrooms,Lardner's Point Park,5202 LEVICK ST,BUILDING,NO_PROGRAM,284.98678974,0.00654242,19135,,NO_MAP,NOT_SITE,,3560,RESTROOMS,45.1875,27.1556733528406
1108,Frederick Cione Playground Pool Building,Frederick Cione Playground Pool Building,Frederick Cione Playground,2600 ARAMINGO AVE,BUILDING,NO_PROGRAM,1028.59861288,0.02361347,19125,Aramingo Sqaure,NO_MAP,NOT_SITE,,3561,MULTI_USE,162.94140625,52.4781256726939
1109,Belfield Recreation Center Storage Building,Belfield Recreation Center,Belfield Recreation Center,2109 W CHEW AVE,BUILDING,NO_PROGRAM,993.60989954,0.02281024,19138,,NO_MAP,NOT_SITE,,3562,OPERATIONS_MAINTENANCE_STORAGE,157.69140625,50.2592144444287
1110,Overington Park Shed,Overington Park Shed,Overington Park,4600 LEIPER ST,BUILDING,NO_PROGRAM,175.29948604,0.00402434,19124,,NO_MAP,NOT_SITE,,3563,SHED,27.79296875,21.1651103896908
1111,Columbus Square Restrooms,Columbus Square Restrooms,Columbus Square,1200 WHARTON ST,BUILDING,NO_PROGRAM,1237.44943574,0.02840804,19147,"Passyunk Square;Columbus/DiProspero Playground;",NO_MAP,NOT_SITE,,3564,RESTROOMS,195.7578125,51.7801948466339
1112,Commodore John Barry Concessions Building 1,Commodore John Barry Concessions Building 1,Commodore John Barry Playground,1800 JOHNSTON ST,BUILDING,NO_PROGRAM,598.17672212,0.0137323,19145,Barry Playground,NO_MAP,NOT_SITE,,3565,CONCESSIONS_RETAIL_CAFE,94.578125,46.2385911861612
1113,Commodore John Barry Playground Dugout 1,Commodore John Barry Playground Dugout 1,Commodore John Barry Playground,1800 JOHNSTON ST,BUILDING,NO_PROGRAM,129.66461104,0.0029767,19145,Barry Playground,NO_MAP,NOT_SITE,,3566,ATHLETIC,20.5,21.6468016443343
1114,Commodore John Barry Playground Dugout 2,Commodore John Barry Playground Dugout 2,Commodore John Barry Playground,1800 JOHNSTON ST,BUILDING,NO_PROGRAM,128.34472854,0.0029464,19145,Barry Playground,NO_MAP,NOT_SITE,,3567,ATHLETIC,20.296875,21.4316975244675
1115,Commodore John Barry Concessions Building 2,Commodore John Barry Concessions Building 2,Commodore John Barry Playground,1800 JOHNSTON ST,BUILDING,NO_PROGRAM,657.46538325,0.01509339,19145,Barry Playground,NO_MAP,NOT_SITE,,3568,CONCESSIONS_RETAIL_CAFE,103.953125,57.9183152646598
1116,Commodore John Barry Playground Dugout 3,Commodore John Barry Playground Dugout 3,Commodore John Barry Playground,1800 JOHNSTON ST,BUILDING,NO_PROGRAM,160.66447579,0.00368836,19145,Barry Playground,NO_MAP,NOT_SITE,,3569,ATHLETIC,25.3984375,22.6899988970706
1117,Commodore John Barry Playground Dugout 4,Commodore John Barry Playground Dugout 4,Commodore John Barry Playground,1800 JOHNSTON ST,BUILDING,NO_PROGRAM,181.59034855,0.00416876,19145,Barry Playground,NO_MAP,NOT_SITE,,3570,ATHLETIC,28.71484375,23.238706489219
1118,Commodore John Barry Playground Pool Building,Commodore John Barry Playground Pool Building,Commodore John Barry Playground,1800 JOHNSTON ST,BUILDING,NO_PROGRAM,143.36664206,0.00329126,19145,Barry Playground,NO_MAP,NOT_SITE,,3571,POOL,22.6640625,19.238836126199
1119,Marie Dendy Recreation Center Pool Building,Marie Dendy Recreation Center Pool Building,Marie Dendy Recreation Center,962 W OXFORD ST,BUILDING,NO_PROGRAM,225.06668614,0.00516684,19122,"Dendy; Schwartz",NO_MAP,NOT_SITE,,3572,POOL,35.64453125,25.9638689359051
1120,Shissler Recreation Center Shed,Shissler Recreation Center Shed,Shissler Recreation Center,1826 BLAIR ST,BUILDING,NO_PROGRAM,132.35911586,0.00303856,19125,"Shissler, Daniel Shissler Recreation Center",NO_MAP,NOT_SITE,,3573,SHED,20.96484375,18.3717369051966
1121,Sacks Playground Shed,Sacks Playground Shed,Sacks Playground,400 WASHINGTON AVE,BUILDING,NO_PROGRAM,127.24478156,0.00292115,19147,,NO_MAP,NOT_SITE,,3574,SHED,20.1328125,18.3568227573734
1122,Ryan Howard Training Center,Ryan Howard Training Center,Marian Anderson Recreation Center,776 S 17TH ST,BUILDING,NO_PROGRAM,7570.41989637,0.17379362,19146,Phillies Urban Youth Academy,NO_MAP,NOT_SITE,Ryan Howard Training Center,2451,RECREATION_SITE,1197.921875,148.644563054663
1123,63rd & Lindbergh Storage Building 1,63rd & Lindbergh Storage Building 1,63rd & Lindbergh Park,2800 S 63RD ST,BUILDING,NO_PROGRAM,147.17863508,0.00337877,19142,,NO_MAP,NOT_SITE,,3575,SHED,23.2734375,19.5664038889988
1124,63rd & Lindbergh Storage Building 2,63rd & Lindbergh Storage Building 2,63rd & Lindbergh Park,2800 S 63RD ST,BUILDING,NO_PROGRAM,185.81049725,0.00426564,19142,,NO_MAP,NOT_SITE,,3576,OPERATIONS_MAINTENANCE_STORAGE,29.37890625,20.6659724254398
1125,Campbell Square Building,Campbell Square Building,Campbell Square,2525 E ALLEGHENY AVE,BUILDING,NO_PROGRAM,212.96180363,0.00488895,19134,Allegheny Square,NO_MAP,NOT_SITE,,3577,MULTI_USE,33.7421875,23.4946047223366
1126,Woodside Park Gazebo,Woodside Park Gazebo,Woodside Park,3918 CONSHOHOCKEN AVE,STRUCTURE,NO_PROGRAM,510.4119417,0.01171749,19131,"Wynnefield Heights;Conshohocken Windemere",NO_MAP,NOT_SITE,,3578,PAVILION_SHELTER,80.90625,33.4844336571556
1127,Roberto Clemente Playground Pavilion,Roberto Clemente Playground Pavilion,Roberto Clemente Playground,1800 WALLACE ST,STRUCTURE,NO_PROGRAM,179.28010343,0.00411572,19130,Clemente Playground,NO_MAP,NOT_SITE,,3579,PAVILION_SHELTER,28.390625,22.6960192395948
1128,Juniata Park Older Adult Center Maintenance Bldg,Juniata Park Older Adult Center Maintenance Bldg,Juniata Park Older Adult Center,1231 E SEDGLEY AVE,BUILDING,NO_PROGRAM,253.84144734,0.00582742,19124,,NO_MAP,NOT_SITE,,3580,OPERATIONS_MAINTENANCE_STORAGE,40.234375,26.075375748594
1129,Zoo Big Cat Falls,Philadelphia Zoological Gardens,West Fairmount Park,3400 W GIRARD AVE,BUILDING,NO_PROGRAM,76096.79321091,1.74694898,19104,,NO_MAP,NOT_SITE,,3679,ZOO_HABITAT,12051.57421875,512.079376288784
1130,Zoo Independence Schoolhouse,Philadelphia Zoological Gardens,West Fairmount Park,3400 W GIRARD AVE,BUILDING,NO_PROGRAM,3042.40888421,0.06984438,19104,,NO_MAP,NOT_SITE,,1757,ZOO_HABITAT,481.83203125,96.341957694303
1131,Zoo Support Shed 1,Philadelphia Zoological Gardens,West Fairmount Park,3400 W GIRARD AVE,BUILDING,NO_PROGRAM,490.05738022,0.01125021,19104,,NO_MAP,NOT_SITE,,3680,SHED,77.609375,35.6108614874285
1132,Zoo Support Building 2,Philadelphia Zoological Gardens,West Fairmount Park,3400 W GIRARD AVE,BUILDING,NO_PROGRAM,2267.98262741,0.05206593,19104,,NO_MAP,NOT_SITE,,3681,ZOO_HABITAT,359.17578125,92.3091434657671
1133,Zoo Tree House,Philadelphia Zoological Gardens,West Fairmount Park,3400 W GIRARD AVE,LAND,NO_PROGRAM,8769.05530407,0.20131061,19104,,NO_MAP,NOT_SITE,,1756,ZOO_HABITAT,1388.734375,166.793729920719
1134,Zoo Tiger Terrace and Grrrille,Philadelphia Zoological Gardens,West Fairmount Park,3400 W GIRARD AVE,BUILDING,NO_PROGRAM,5335.26779584,0.12248139,19104,,NO_MAP,NOT_SITE,,3682,CONCESSIONS_RETAIL_CAFE,844.953125,127.833311425101
1135,Zoo Trading Post,Philadelphia Zoological Gardens,West Fairmount Park,3400 W GIRARD AVE,BUILDING,NO_PROGRAM,2316.94851374,0.05319003,19104,,NO_MAP,NOT_SITE,,3683,CONCESSIONS_RETAIL_CAFE,366.93359375,83.4112807751939
1136,Zoo Comfort Station 3,Philadelphia Zoological Gardens,West Fairmount Park,3400 W GIRARD AVE,BUILDING,NO_PROGRAM,1213.47041527,0.02785756,19104,,NO_MAP,NOT_SITE,,3684,RESTROOMS,192.18359375,56.4032041136056
1137,Zoo PECO Primate Conservation Center,Philadelphia Zoological Gardens,West Fairmount Park,3400 W GIRARD AVE,BUILDING,NO_PROGRAM,17822.13496469,0.40914156,19104,,NO_MAP,NOT_SITE,,1750,ZOO_HABITAT,2822.55859375,296.743200415701
