OBJECTID,ASSET_NAME,SITE_NAME,CHILD_OF,ADDRESS,TYPE,DESCRIPTION,SQ_FEET,ACREAGE,ZIPCODE,ALLIAS,NOTES,TENANT,LABEL,DPP_ASSET_ID,PPR_USE,Shape__Area,Shape__Length
153,Ramp Playground,Ramp Playground,Ramp Playground,3350 SOLLY AVE,LAND,PROGRAM,413283.99578349,9.48773299,19136,"Ramp, James J Ramp Playground",MAP,SITE,Ramp ,1938,RECREATION_SITE,65598.83203125,1158.19766587623
154,Pepper School Playground,Pepper School Playground,Pepper School Playground,2801 S 84TH ST,LAND,NO_PROGRAM,441943.55078986,10.14566847,19153,Pepper,MAP,SITE,Pepper School ,2799,RECREATION_SITE,69839.33984375,1245.72524806756
155,Elizabeth M. Picariello Playground,Elizabeth M. Picariello Playground,Elizabeth M. Picariello Playground,3325 RED LION RD,LAND,PROGRAM,411082.47194238,9.43719275,19154,Picariello Playground,MAP,SITE,Picariello ,1934,RECREATION_SITE,65311.76953125,1086.08712950683
156,Reyburn Park,Reyburn Park,Reyburn Park,1950 W LEHIGH AVE,LAND,NO_PROGRAM,315943.44759421,7.25309255,19132, ,MAP,SITE,Reyburn Park,2828,NEIGHBORHOOD_PARK,50070.71484375,1282.22427864758
157,Trumbette Playground,Trumbette Playground,Trumbette Playground,9050 TORRESDALE AVE,LAND,NO_PROGRAM,368874.52361645,8.46822771,19136, ,MAP,SITE,Trumbette ,135,RECREATION_SITE,58551.78515625,1012.06717073623
158,Tarken Recreation Center,Tarken Recreation Center,Tarken Recreation Center,6350 FRONTENAC ST,LAND,PROGRAM,387458.81512134,8.89486605,19111,Tarken,MAP,SITE,Tarken,1962,RECREATION_SITE,61488.09375,1021.75045231218
159,33rd & Oxford Driving Range,33rd & Oxford Driving Range,East Fairmount Park,3300 RESERVOIR DR,LAND,NO_PROGRAM,409569.05423484,9.40244932,19121,33rd St Driving Range,MAP,NOT_SITE,33rd & Oxford Driving Range,1802,GOLF,64881.05859375,1047.68986346259
160,Edward Houseman Playground,Edward Houseman Playground,Edward Houseman Playground,5091 SUMMERDALE AVE,LAND,PROGRAM,377454.41968022,8.66519581,19124,"Houseman, Houseman Playground",MAP,SITE,Houseman ,1875,RECREATION_SITE,59879.3125,1111.89710680307
161,Samuel F. Houston Playground,Samuel F. Houston Playground,Wissahickon Valley Park,900 GRAKYN LA,LAND,PROGRAM,293341.02543335,6.73421026,19128,"Houston, Houston Playground",MAP,NOT_SITE,Houston ,1876,RECREATION_SITE,46590.59765625,982.052946610493
162,Vernon Park,Vernon Park,Vernon Park,5800 GERMANTOWN AVE,LAND,PROGRAM,369146.64324158,8.47447474,19144, ,MAP,SITE,Vernon Park,632,NEIGHBORHOOD_PARK,58573.0859375,1067.54369727202
163,"Haddington-Marshall L. Shepard, Sr. Rec Center","Haddington-Marshall L. Shepard, Sr. Rec Center","Haddington-Marshall L. Shepard, Sr. Rec Center",5700 HAVERFORD AVE,LAND,PROGRAM,357825.61564657,8.21457867,19131,Shepard Recreation Center,MAP,SITE,Shepard,1952,RECREATION_SITE,56662.39453125,979.852671063715
164,Penn Treaty Park,Penn Treaty Park,Penn Treaty Park,1299 BEACH ST,LAND,NO_PROGRAM,355467.74469759,8.16044919,19125, ,MAP,SITE,Penn Treaty Park,317,NEIGHBORHOOD_PARK,56287.61328125,1254.980160349
165,Wingohocking Park,Wingohocking Park,Wingohocking Park,1200 W WINGOHOCKING ST,LAND,NO_PROGRAM,363456.46771867,8.34384577,19140, ,MAP,SITE,Wingohocking Park,1369,COMMUNITY_PARK,57644.4140625,1312.97749943867
166,Victor J. Moss Memorial Field,Victor J. Moss Memorial Field,Victor J. Moss Memorial Field,5700 TORRESDALE AVE,LAND,PROGRAM,160928.07453752,3.69441502,19135,"Moss, Moss Playground",MAP,SITE,Moss ,1916,RECREATION_SITE,25520.21484375,640.892025119559
167,Daniel E. Rumph II Recreation Center,Daniel E. Rumph II Recreation Center,Daniel E. Rumph II Recreation Center,108 E JOHNSON ST,LAND,PROGRAM,160219.97732194,3.67815928,19144,Mallery,MAP,SITE,Rumph,1945,RECREATION_SITE,25431.51171875,637.162135870578
168,Dorothy Emanuel Recreation Center,Dorothy Emanuel Recreation Center,Dorothy Emanuel Recreation Center,8500 PICKERING AVE,LAND,PROGRAM,160239.07008149,3.67859759,19150,Dorothy Emanuel Recreation and Teen Center,MAP,SITE,Emanuel,1849,RECREATION_SITE,25459.609375,635.803095929423
169,Francisville Recreation Center,Francisville Recreation Center,Francisville Recreation Center,1822 WYLIE ST,LAND,PROGRAM,160369.17634842,3.68158443,19130,"Francisville, Francisville Playground",MAP,SITE,Francisville ,1859,RECREATION_SITE,25395.84375,635.975307920443
170,Sister Clara Muhammad Square,Sister Clara Muhammad Square,Sister Clara Muhammad Square,1035 N 48TH ST,LAND,NO_PROGRAM,156743.5498927,3.59835117,19131,Durham Square,MAP,SITE,Muhammad Square,484,SQUARE_PLAZA,24823.7421875,681.904065902907
171,Harper's Hollow Park,Harper's Hollow Park,Harper's Hollow Park,5850 OGONTZ AVE,LAND,NO_PROGRAM,156850.13441598,3.60079802,19141, ,MAP,SITE,Harper's Hollow Park,860,MINI_PARK,24892.3359375,948.249227190264
172,Joseph Deni Recreation Center,Joseph Deni Recreation Center,Joseph Deni Recreation Center,1381 RUAN ST,LAND,PROGRAM,153379.34311989,3.5211193,19124,Deni Recreation Center,MAP,SITE,Deni ,1846,RECREATION_SITE,24320.20703125,689.437420054931
173,Shuler Playground,Shuler Playground,Shuler Playground,2901 N 29TH ST,LAND,PROGRAM,130330.96972185,2.99199934,19132,"James Allen Shuler Playground;Whittier Playground",MAP,SITE,Shuler ,1878,RECREATION_SITE,20659.51171875,591.785175654949
174,Marian Anderson Recreation Center,Marian Anderson Recreation Center,Marian Anderson Recreation Center,776 S 17TH ST,LAND,PROGRAM,146400.36943684,3.36090347,19146,,MAP,SITE,Marian Anderson,1901,RECREATION_SITE,23165.82421875,605.045803981513
175,John Dickinson Square,John Dickinson Square,John Dickinson Square,1600 E MOYAMENSING AVE,LAND,PROGRAM,145069.76920269,3.33035697,19148,Dickinson Square,MAP,SITE,Dickinson Square,960,SQUARE_PLAZA,22945.62109375,606.105206960087
176,Charles M. Finley Playground,Charles M. Finley Playground,Charles M. Finley Playground,7701 MANSFIELD AVE,LAND,PROGRAM,289444.53320579,6.64475875,19150,Whitehall Commons,MAP,SITE,Finley,1989,RECREATION_SITE,45965.91015625,875.483904592075
177,Von Colln Field,Von Colln Field,Benjamin Franklin Parkway,2250 PENNSYLVANIA AVE,LAND,NO_PROGRAM,284376.28611772,6.52840734,19130, ,MAP,NOT_SITE,Von Colln Field,1232,ATHLETIC,45026.25,890.851579844903
178,Norris Square,Norris Square,Norris Square,2100 N HOWARD ST,LAND,NO_PROGRAM,278811.92229287,6.40066661,19122, ,MAP,SITE,Norris Square,2905,SQUARE_PLAZA,44170.71484375,823.895799898487
179,Tomlinson & Gifford Playground,Tomlinson & Gifford Playground,Tomlinson & Gifford Playground,575 TOMLINSON RD,LAND,PROGRAM,278785.09772553,6.4000508,19116,"Gifford, Gifford Playground",MAP,SITE,Gifford ,1863,RECREATION_SITE,44338.5703125,851.561635365206
180,McPherson Square,McPherson Square,McPherson Square,601 E INDIANA AVE,LAND,NO_PROGRAM,278396.51135733,6.39113005,19134, ,MAP,SITE,McPherson Square,576,SQUARE_PLAZA,44120.58984375,833.075626098038
181,Morris Estate Cultural Center,Morris Estate Cultural Center,Morris Estate Cultural Center,1610 CHELTEN AVE,LAND,PROGRAM,277967.37142128,6.38127831,19141,,MAP,SITE,Morris Estate,1914,RECREATION_SITE,44124.65234375,922.500304757223
182,Sergeant John J. McVeigh Recreation Center,Sergeant John J. McVeigh Recreation Center,Sergeant John J. McVeigh Recreation Center,3390 D ST,LAND,PROGRAM,275305.88796061,6.32017882,19134,McKinley Playground,MAP,SITE,McVeigh ,1908,RECREATION_SITE,43637.40234375,828.893333754658
183,Malcolm X Memorial Park,Malcolm X Memorial Park,Malcolm X Memorial Park,5100 PINE ST,LAND,NO_PROGRAM,274331.99926882,6.29782132,19143,Black Oak Park,MAP,SITE,Malcolm X Memorial Park,182,SQUARE_PLAZA,43422.74609375,826.45623070636
184,Scanlon Recreation Center,Scanlon Recreation Center,Scanlon Recreation Center,1099 E TIOGA ST,LAND,PROGRAM,267560.3797577,6.1423657,19134,"Scanlon, Webster Playground, Scanlon Ice Rink",MAP,SITE,Scanlon,1950,RECREATION_SITE,42411.34375,908.669360452394
185,Fairmount Water Works,Fairmount Water Works,East Fairmount Park,650 WATER WORKS DR,LAND,NO_PROGRAM,252671.61069311,5.80056523,19130, ,MAP,NOT_SITE,Water Works,2880,REGIONAL_CONSERVATION_WATERSHED,40010.05859375,1367.65048854601
186,Frank McArdle Memorial Recreation Center,Frank McArdle Memorial Recreation Center,Frank McArdle Memorial Recreation Center,2951 WELSH RD,LAND,PROGRAM,267319.33873267,6.13683214,19152,,MAP,SITE,McArdle,1991,RECREATION_SITE,42447.34765625,1088.11904507079
187,Piccoli Playground,Piccoli Playground,Piccoli Playground,1501 E BRISTOL ST,LAND,PROGRAM,261908.5928642,6.01261801,19124,Piccoli,MAP,SITE,Piccoli ,1935,RECREATION_SITE,41529.10546875,807.022372641094
188,Mayfair Recreation Center,Mayfair Recreation Center,Mayfair Recreation Center,2901 PRINCETON AVE,LAND,PROGRAM,282064.00762074,6.47532452,19149,"Mayfair, Mayfair Playground",MAP,SITE,Mayfair ,1905,RECREATION_SITE,44761.62890625,936.061607792738
189,Cliveden Park,Cliveden Park,Cliveden Park,501 E JOHNSON ST,LAND,NO_PROGRAM,259290.76835955,5.95252079,19119, ,MAP,SITE,Cliveden,1106,NEIGHBORHOOD_PARK,41161.37109375,849.528773924998
190,Helen G. Sturgis Playground,Helen G. Sturgis Playground,Helen G. Sturgis Playground,210 W 65TH AVE,LAND,PROGRAM,254485.5192848,5.84220701,19126,Sturgis,MAP,SITE,Sturgis ,1960,RECREATION_SITE,40395.296875,800.524090395123
191,Jack Horgan Memorial Field,Jack Horgan Memorial Field,Jack Horgan Memorial Field,8730 OLD LINE RD,LAND,NO_PROGRAM,267758.94415328,6.14692413,19128,Old Line Park,MAP,SITE,Jack Horgan Field,2558,NEIGHBORHOOD_PARK,42525.6328125,884.778566512642
192,John L. Barrett Playground,John L. Barrett Playground,John L. Barrett Playground,641 LINDLEY AVE,LAND,PROGRAM,251583.21151826,5.77557892,19120,Lindley Playground,MAP,SITE,Barrett ,1814,RECREATION_SITE,39912.859375,900.034590358884
193,"John J. McCreesh, Sr. Playground","John J. McCreesh, Sr. Playground","John J. McCreesh, Sr. Playground",6744 REGENT ST,LAND,PROGRAM,230770.9515038,5.29779326,19142,"McCreesh, McCreesh Playground",MAP,SITE,McCreesh,508,RECREATION_SITE,36499.89453125,1000.84577385992
194,Parkside Evans Recreation Center,Parkside Evans Recreation Center,West Fairmount Park,5301 PARKSIDE AVE,LAND,PROGRAM,171223.83908337,3.9307742,19131,Parkside-Evans Playground,MAP,NOT_SITE,Parkside Evans  ,1930,RECREATION_SITE,27126.6328125,861.323157038589
195,Carroll Park,Carroll Park,Carroll Park,5801 W GIRARD AVE,LAND,NO_PROGRAM,245512.14950562,5.63620596,19131, ,MAP,SITE,Carroll Park,374,SQUARE_PLAZA,38881.91015625,784.14080256605
